path,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair,Wearing_Hat,Young,Bald,Receding_Hairline,Male,Hair_Stage
blurred_9.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
noisy_9.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
crop_9.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
flipped_9.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
blurred_32.jpg.npy,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
noisy_32.jpg.npy,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
crop_32.jpg.npy,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
flipped_32.jpg.npy,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
blurred_37.jpg.npy,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2
noisy_37.jpg.npy,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2
crop_37.jpg.npy,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2
flipped_37.jpg.npy,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2
blurred_39.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
noisy_39.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
crop_39.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
flipped_39.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
blurred_40.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
noisy_40.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
crop_40.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
flipped_40.jpg.npy,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
blurred_43.jpg.npy,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
noisy_43.jpg.npy,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
crop_43.jpg.npy,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
flipped_43.jpg.npy,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
blurred_49.jpg.npy,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
noisy_49.jpg.npy,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
crop_49.jpg.npy,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
flipped_49.jpg.npy,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
